Go back to description page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAZONE,INTERMEDIATE GEOGRAPHY CODE,INTERMEDIATE GEOGRAPHY NAME,MULTI-MEMBER WARD CODE,MULTI-MEMBER WARD NAME,SCOTTISH PARLIAMENTARY CONSTITUENCY CODE,SCOTTISH PARLIAMENTARY CONSTITUENCY NAME,LOCAL AUTHORITY CODE,LOCAL AUTHORITY NAME,COMMUNITY HEALTH PARTNERSHIP CODE,COMMUNITY HEALTH PARTNERSHIP NAME,HEALTH BOARD CODE,HEALTH BOARD NAME,SIX-FOLD URBAN RURAL CLASSIFICATION 2008 CODE,SIX-FOLD URBAN RURAL CLASSIFICATION 2008,"OVERALL 
SIMD
RANK 2009 V2","VIGINTILE
(SIMD 2009 V2)","DATAZONE IN THE 15% MOST DEPRIVED?
(SIMD 2009 V2)","INCOME 
DOMAIN 
RANK 2009 V2","EMPLOYMENT 
DOMAIN
RANK 2009","HEALTH
DOMAIN
RANK 2009","EDUCATION
DOMAIN
RANK 2009","HOUSING
DOMAIN
RANK 2009","GEOGRAPHIC ACCESS
DOMAIN
RANK 2009","CRIME
DOMAIN
RANK 2009",TOTAL POPULATION (SAPE 2007),"WORKING AGE POPULATION (MEN 16-64, WOMEN 16-59)
(SAPE 2007)","NUMBER OF INCOME DEPRIVED PEOPLE
(SIMD 2009 V2)","PERCENTAGE OF INCOME DEPRIVED PEOPLE
(SIMD 2009 V2)","NUMBER OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2009)","PERCENTAGE OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2009)","OVERALL 
SIMD
RANK 2006","VIGINTILE
(SIMD 2006)",DATAZONE IN THE 15% MOST DEPRIVED? (SIMD 2006),"CURRENT INCOME 
DOMAIN 
RANK 2006","EMPLOYMENT 
DOMAIN
RANK 2006","HEALTH
DOMAIN
RANK 2006","EDUCATION, SKILLS AND TRAINING
DOMAIN
RANK 2006","HOUSING
DOMAIN
RANK 2006","GEOGRAPHIC ACCESS TO SERVICES
DOMAIN
RANK 2006","CRIME
DOMAIN
RANK 2006",TOTAL POPULATION (SAPE 2004),"WORKING AGE POPULATION (MEN 16-64, WOMEN 16-59)
(SAPE 2004)","NUMBER OF INCOME DEPRIVED PEOPLE
(SIMD 2006)","PERCENTAGE OF INCOME DEPRIVED PEOPLE
(SIMD 2006)","NUMBER OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2006)","PERCENTAGE OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2006)","OVERALL 
SIMD
RANK 2004","VIGINTILE
(SIMD 2004)","DATAZONE IN THE 15% MOST DEPRIVED?
(SIMD 2004)","CURRENT INCOME 
DOMAIN 
RANK 2004","EMPLOYMENT 
DOMAIN
RANK 2004","HEALTH
DOMAIN
RANK 2004","EDUCATION, SKILLS AND TRAINING
DOMAIN
RANK 2004","HOUSING
DOMAIN
RANK 2004","GEOGRAPHIC ACCESS AND TELECOMMUNICATIONS
DOMAIN
RANK 2004",TOTAL POPULATION (CENSUS 2001),"WORKING AGE POPULATION (MEN 16-64, WOMEN 16-59)
(CENSUS 2001)","NUMBER OF INCOME DEPRIVED PEOPLE
(SIMD 2004)","PERCENTAGE OF INCOME DEPRIVED PEOPLE
(SIMD 2004)","NUMBER OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2004)","PERCENTAGE OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2004)"
S01000706,S02000122,Angus - Friockheim,302,Angus - Brechin and Edzell,59,North Tayside,120,Angus,S03000038,Angus Community Health Partnership,S08000013,Tayside,5,Accessible Rural,4964,16,No,5641,4832,5618,4901,5011,665,6130,794,502,30,4.0,30,6.0,4875,15,No,5271,4912,5394,4559,5011,910,5083,809,506,35,4.3,31,6.1,4864,15,No,5326,5436,5747,4400,5011,581,823,496,33,4,26,5.2
S01000707,S02000128,Angus - Hillside,308,Angus - Montrose and District,5,Angus,120,Angus,S03000038,Angus Community Health Partnership,S08000013,Tayside,5,Accessible Rural,4186,13,No,4442,4989,5050,3813,3707,393,6022,590,383,50,8.0,20,5.0,3914,13,No,4256,4198,4789,4813,3707,323,5923,564,363,42,7.4,29,8.0,3451,11,No,3726,3785,4525,4539,3707,325,537,370,52,9.7,36,9.7
S01000708,S02000129,Angus - Angus Glens,301,Angus - Kirriemuir and Dean,59,North Tayside,120,Angus,S03000038,Angus Community Health Partnership,S08000013,Tayside,5,Accessible Rural,3728,12,No,4576,4125,5363,5367,4626,56,5877,586,369,45,8.0,25,7.0,3877,12,No,4921,4849,4383,5133,4626,63,6304,604,380,32,5.3,24,6.3,3759,12,No,4669,4185,5926,5094,4626,70,562,367,35,6.2,31,8.4
S01000709,S02000129,Angus - Angus Glens,302,Angus - Brechin and Edzell,59,North Tayside,120,Angus,S03000038,Angus Community Health Partnership,S08000013,Tayside,5,Accessible Rural,4892,16,No,4225,5064,4685,4627,5097,2036,5390,989,494,85,9.0,25,5.0,4731,15,No,3900,5422,4527,4355,5097,1679,5697,888,463,78,8.8,23,5.0,4702,15,No,4063,5286,5266,4599,5097,1216,888,446,74,8.3,25,5.6
S01000710,S02000129,Angus - Angus Glens,302,Angus - Brechin and Edzell,59,North Tayside,120,Angus,S03000038,Angus Community Health Partnership,S08000013,Tayside,5,Accessible Rural,3197,10,No,3585,4157,5564,4212,3077,32,5688,1066,652,120,11.0,45,7.0,3566,11,No,4328,4790,5570,4024,3077,30,6198,1090,697,79,7.2,45,6.5,3189,10,No,3706,4735,6294,3764,3077,7,1083,712,106,9.8,50,7
S01000711,S02000131,Argyll & Bute - Kintyre Trail,401,Argyll & Bute - South Kintyre,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,3654,12,No,3941,4772,5019,4708,2001,113,5991,650,351,65,10.0,20,6.0,3956,13,No,4852,5163,4805,4688,2001,109,5654,651,360,36,5.5,20,5.6,3281,11,No,5011.5,4142,4149,3154,2001,124,620,349,31,5,30,8.6
S01000712,S02000130,Argyll & Bute - Campbeltown,401,Argyll & Bute - South Kintyre,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,4227,13,No,3761,4211,2604,5398,4727,4612,1520,618,324,65,11.0,20,7.0,4106,13,No,3819,3550,2713,6117,4727,3770,2224,599,323,54,9.0,32,9.9,4035,13,No,4000,3270.5,3261,5847,4727,2118,595,330,51,8.6,38,11.5
S01000713,S02000130,Argyll & Bute - Campbeltown,401,Argyll & Bute - South Kintyre,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,3085,10,No,3199,2569,2500,2574,4474.5,3711,4713,791,458,105,13.0,55,12.0,3355,11,No,3370,3028,2131,2739,4474.5,4642,5157,823,472,89,10.8,55,11.7,2271,7,No,2422,2271,1545,2049,4474.5,2932,832,483,131,15.7,76,15.7
S01000714,S02000131,Argyll & Bute - Kintyre Trail,401,Argyll & Bute - South Kintyre,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,3223,10,No,3397,3718,3395,4128,1866,407,5906,1053,618,125,12.0,50,8.0,3033,10,No,3592,3232,3197,4454,1866,325,4791,944,555,94,10.0,61,11.0,2680,9,No,3607,2893,3983,4148,1866,150,832,492,85,10.2,64,13
S01000715,S02000130,Argyll & Bute - Campbeltown,401,Argyll & Bute - South Kintyre,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,1777,6,No,1397,1907,1075,2553,2335,5520,2289,666,329,155,23.0,50,15.0,2461,8,No,2182,2404,1160,4010,2335,5188,2436,665,346,108,16.2,49,14.2,1850,6,No,1738,1507,948,4407,2335,4735,671,331,135,20.1,67,20.2
S01000716,S02000130,Argyll & Bute - Campbeltown,401,Argyll & Bute - South Kintyre,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,960,3,Yes,1105,660,1466,1733,670,6299,92,623,380,160,26.0,90,24.0,976,3,Yes,895,1080,1009,1981,670,5265,30,641,390,170,26.5,86,22.1,644,2,Yes,536,485,446,2574,670,6328,615,394,210,34.1,117,29.7
S01000717,S02000130,Argyll & Bute - Campbeltown,401,Argyll & Bute - South Kintyre,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,461,2,Yes,585,445,293,644,1104,4955,579,799,452,260,33.0,120,26.0,603,2,Yes,552,867,286,1128,1104,4682,392,886,494,277,31.3,118,23.9,596,2,Yes,581,646.5,225,1285,1104,5970,974,520,324,33.3,143,27.5
S01000718,S02000130,Argyll & Bute - Campbeltown,401,Argyll & Bute - South Kintyre,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,1879,6,No,1578,1856,1923,2492,1466,3069,2551,923,524,200,22.0,85,15.0,1863,6,No,1937,1814,1638,1974,1466,2813,3287,948,535,168,17.7,92,17.2,1774,6,No,1686,1650,1758,1995,1466,4778,952,533,195,20.5,102,19.1
S01000719,S02000131,Argyll & Bute - Kintyre Trail,401,Argyll & Bute - South Kintyre,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,4314,14,No,3574,4302,4479,4988,4843,1713,4090,637,321,70,11.0,20,7.0,4162,13,No,3456,3841,4115,5262,4843,1880,5080,670,343,70,10.4,31,9.0,3930,13,No,3626,3185,3149,5563,4843,2694,660,346,67,10.2,41,11.8
S01000720,S02000131,Argyll & Bute - Kintyre Trail,401,Argyll & Bute - South Kintyre,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,3293,11,No,3535,3520,4411,4061,2795.5,325,5807,855,434,100,11.0,40,9.0,3389,11,No,3743,3423,4482,4804,2795.5,285,5559,844,465,78,9.2,48,10.3,2624,9,No,3148,2804,4043,4150,2795.5,171,858,478,104,12.1,64,13.4
S01000721,S02000131,Argyll & Bute - Kintyre Trail,402,Argyll & Bute - Kintyre and the Islands,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,2676,9,No,2526,3591,4419,4246,1578,107,5112,713,398,115,16.0,35,9.0,2976,10,No,3582,3705,3531,4115,1578,156,4472,731,403,73,10.0,38,9.4,2363,8,No,2774,3405,3984,3508,1578,65,658,362,91,13.8,40,11
S01000722,S02000134,Argyll & Bute - Whiskey Isles,402,Argyll & Bute - Kintyre and the Islands,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,2565,8,No,2365,2829,2066,2745,1392,2515,3382,793,470,135,17.0,55,11.0,2178,7,No,2016,2408,2003,3166,1392,1035,5782,828,495,143,17.3,70,14.1,1904,6,No,1564,1592.5,1924,3418,1392,4698,819,470,175,21.4,92,19.6
S01000723,S02000134,Argyll & Bute - Whiskey Isles,402,Argyll & Bute - Kintyre and the Islands,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,3641,12,No,5261,4625,4686,4355,2576,21,5843,556,314,30,5.0,20,6.0,3310,11,No,4473,4188.5,4664,3738,2576,42,6431,535,312,36,6.7,25,8.0,3276,11,No,5279,4056.5,4067,3140,2576,85,527,316,22,4.2,28,8.9
S01000724,S02000134,Argyll & Bute - Whiskey Isles,402,Argyll & Bute - Kintyre and the Islands,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,2791,9,No,2884,2773,2785,2283,2211,2936,2056,843,461,120,14.0,55,12.0,3211,10,No,3183.5,2943,2295,3112,2211,3691,4823,860,484,100,11.6,58,12.0,2471,8,No,2268.5,2211,1452,3334,2211,6411,862,497,143,16.6,80,16.1
S01000725,S02000131,Argyll & Bute - Kintyre Trail,402,Argyll & Bute - Kintyre and the Islands,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,3100,10,No,4257,3285,5129,4103,2083,66,5091,721,442,60,9.0,40,10.0,2975,10,No,4092,3100,4440,5009,2083,45,4862,722,457,58,8.0,52,11.4,2465,8,No,3667,2788,3599,5179,2083,9,710,453,71,10,61,13.5
S01000726,S02000134,Argyll & Bute - Whiskey Isles,402,Argyll & Bute - Kintyre and the Islands,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,2870,9,No,3522,3769,3734,3223,2692,129,4277,817,462,95,12.0,40,8.0,2948,10,No,3597,3496,3947,3419,2692,153,5209,785,468,78,9.9,47,10.0,2614,9,No,3075,2786,2459,4957,2692,358,751,438,93,12.4,59,13.5
S01000727,S02000132,Argyll & Bute - Bute,408,Argyll & Bute - Isle of Bute,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,2080,7,No,1870,3081,2410,1493,1490,1534,2360,645,365,130,20.0,40,10.0,2121,7,No,2078.5,2316,2777,1217,1490,2916,3357,680,370,115,16.9,54,14.6,2214,7,No,1983,2443,2640,1539,1490,4522,706,368,129,18.3,55,14.9
S01000728,S02000132,Argyll & Bute - Bute,408,Argyll & Bute - Isle of Bute,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,3606,12,No,4607,4571,5307,3368,1141,142,5483,809,450,60,7.0,30,6.0,3922,13,No,5088,5156,5239,3809,1141,122,5879,811,449,39,4.8,25,5.6,3620,12,No,4957,5007,5409,3661,1141,120,768,428,40,5.2,27,6.3
S01000729,S02000133,Argyll & Bute - Rothesay Town,408,Argyll & Bute - Isle of Bute,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,2253,7,No,2505,1712,3371,2372,2870,2039,1932,511,273,80,16.0,45,16.0,2770,9,No,2518,1726,3772,3161,2870,4812,3753,531,288,77,14.5,51,17.7,2551,8,No,2708,1951,4106,1786,2870,3279,542,299,77,14.2,52,17.4
S01000730,S02000133,Argyll & Bute - Rothesay Town,408,Argyll & Bute - Isle of Bute,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,2415,8,No,1924,2568,4990,1367,2058,2690,2866,399,245,75,20.0,30,12.0,3404,11,No,2541,3650.5,4047,2614,2058,5486,2006,445,270,64,14.4,26,9.6,2594,8,No,1678,2791,3350,2606,2058,5087,526,327,108,20.5,44,13.5
S01000731,S02000133,Argyll & Bute - Rothesay Town,408,Argyll & Bute - Isle of Bute,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,743,3,Yes,466,770,977,1551,1107,2757,1857,500,277,175,35.0,60,22.0,927,3,Yes,770,784,1240,1049,1107,5724,1466,504,288,141,28.0,71,24.7,611,2,Yes,589,475,770,1015,1107,5102,547,305,181,33.1,91,29.8
S01000732,S02000133,Argyll & Bute - Rothesay Town,408,Argyll & Bute - Isle of Bute,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,284,1,Yes,353,197,556,552,1271,3479,130,549,301,205,37.0,90,31.0,724,3,Yes,851,485.5,993,1205,1271,6282,259,570,322,154,27.0,91,28.3,911,3,Yes,850,468,1066,2814,1271,6121,536,304,155,28.9,91,29.9
S01000733,S02000133,Argyll & Bute - Rothesay Town,408,Argyll & Bute - Isle of Bute,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,1028,4,No,1019,1000,1415,2031,957,2124,302,787,434,215,27.0,90,21.0,1487,5,No,1588,1331.5,1561,2000,957,4607,477,837,456,168,20.1,92,20.2,1476,5,No,1623,889,1508,2843,957,5603,799,431,167,20.9,108,25.1
S01000734,S02000133,Argyll & Bute - Rothesay Town,408,Argyll & Bute - Isle of Bute,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,4714,15,No,4620,4982,5748,4509,5549,725,5831,990,517,75,7.0,25,5.0,4650,15,No,4866,4323,5674,5075,5549,723,6073,1001,536,55,5.5,41,7.6,4776,15,No,5124,4804,5563,4996,5549,686,940,498,44,4.7,34,6.8
S01000735,S02000133,Argyll & Bute - Rothesay Town,408,Argyll & Bute - Isle of Bute,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,3174,10,No,2675,3171,3890,3965,3103,1682,2570,500,279,75,15.0,30,10.0,3304,11,No,3638,2268,3419,3573,3103,5061,1662,493,263,48,9.7,39,14.8,3809,12,No,3617,3253,2688,5059,3103,3589,510,276,52,10.2,32,11.6
S01000736,S02000132,Argyll & Bute - Bute,408,Argyll & Bute - Isle of Bute,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,2855,9,No,2957,2751,3394,3153,3192,903,4608,753,381,105,14.0,45,12.0,2947,10,No,3157,2719.5,3004,3196,3192,1197,4747,778,402,91,11.7,52,12.9,3009,10,No,3569,2347,2777,3804,3192,1780,771,390,80,10.4,60,15.4
S01000737,S02000132,Argyll & Bute - Bute,408,Argyll & Bute - Isle of Bute,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,2054,7,No,2468,1872,4305,1406,942,918,4221,632,319,105,16.0,50,15.0,1782,6,No,2586,1597,3450,1131,942,815,3761,607,315,86,14.2,58,18.4,1847,6,No,2298,1597,2177,1764,942,3085,583,302,96,16.5,59,19.5
S01000738,S02000131,Argyll & Bute - Kintyre Trail,402,Argyll & Bute - Kintyre and the Islands,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,3968,13,No,4118,4190,5224,3503,3291,968,2653,582,350,50,9.0,25,7.0,3703,12,No,4397,4042,4846,3197,3291,967,1361,583,346,41,7.0,29,8.4,3907,13,No,3947,4403,4202,3503,3291,1111,579,343,51,8.8,27,7.9
S01000739,S02000131,Argyll & Bute - Kintyre Trail,402,Argyll & Bute - Kintyre and the Islands,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,3140,10,No,3318,3242,4374,2451,3905,1156,2898,788,468,100,12.0,45,10.0,3790,12,No,3544,3536,3427,3941,3905,2896,2813,779,463,79,10.1,46,9.9,3932,13,No,3331,3778,3447,3916,3905,3478,759,461,86,11.3,45,9.8
S01000740,S02000137,Argyll & Bute - Cowal South,406,Argyll & Bute - Cowal,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,2851,9,No,3948,2815,3392,3838,3238,214,4163,826,406,80,10.0,45,11.0,3571,11,No,3929,3093,4450,4746,3238,624,5186,839,421,73,8.7,48,11.4,3873,12,No,3816,3961,4621,4881,3238,791,848,434,79,9.3,40,9.2
S01000741,S02000137,Argyll & Bute - Cowal South,407,Argyll & Bute - Dunoon,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,3163,10,No,3770,3178,3285,4087,4424,479,3790,926,530,95,10.0,55,10.0,3701,12,No,4044,4494.5,3116,4626,4424,413,5225,996,558,82,8.2,40,7.2,3123,10,No,4647,3566.5,1605,3798,4424,499,967,544,61,6.3,57,10.5
S01000742,S02000137,Argyll & Bute - Cowal South,407,Argyll & Bute - Dunoon,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,2679,9,No,3173,2650,4006,3955,4706,164,5103,579,277,75,13.0,35,12.0,2631,9,No,3625,2248,3741,5226,4706,87,4908,561,281,55,9.8,42,14.9,2209,7,No,2635,2487,2618,4639,4706,101,541,278,79,14.6,41,14.7
S01000743,S02000135,Argyll & Bute - Dunoon,407,Argyll & Bute - Dunoon,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,3307,11,No,3653,3035,3565,5293,4510,744,2401,749,350,85,11.0,35,11.0,3512,11,No,3411,3357,2688,4446,4510,1966,3330,760,352,81,10.7,37,10.5,2924,9,No,2785.5,3053.5,2432,4764,4510,922,726,348,100,13.8,43,12.4
S01000744,S02000135,Argyll & Bute - Dunoon,407,Argyll & Bute - Dunoon,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,1694,6,No,2039,1799,1220,3207,2311,2478,237,752,490,145,19.0,80,16.0,1801,6,No,2155,1730,1049,3403,2311,6169,144,743,475,122,16.4,84,17.7,1833,6,No,2098,1351,845,3261,2311,6407,733,450,129,17.6,96,21.3
S01000745,S02000135,Argyll & Bute - Dunoon,407,Argyll & Bute - Dunoon,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,2350,8,No,2488,2079,2660,3463,2538,1067,3050,752,448,125,16.0,65,14.0,3383,11,No,3379,3391,1712,3543,2538,4927,2975,788,490,85,10.8,51,10.4,3089,10,No,3206,2984.5,1404,4394,2538,3876,734,443,87,11.9,56,12.6
S01000746,S02000135,Argyll & Bute - Dunoon,407,Argyll & Bute - Dunoon,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,1708,6,No,2523,1370,1082,3061,1826,1841,1289,719,481,120,16.0,90,18.0,2081,7,No,2102,1705,1232,2882,1826,5214,3548,723,483,121,16.7,86,17.8,1855,6,No,2354,1275,827,3524,1826,6086,738,463,119,16.1,101,21.8
S01000747,S02000135,Argyll & Bute - Dunoon,407,Argyll & Bute - Dunoon,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,1485,5,No,1536,1364,1701,2532,2396,2675,397,618,357,135,22.0,65,18.0,1193,4,No,1285,805,1132,1808,2396,6146,812,557,307,125,22.4,75,24.4,1590,5,No,1763,1516,604,2070,2396,6333,568,327,113,19.9,66,20.2
S01000748,S02000135,Argyll & Bute - Dunoon,407,Argyll & Bute - Dunoon,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,331,2,Yes,444,162,266,1860,976,2555,507,489,250,170,35.0,80,32.0,459,2,Yes,517,252,202,1998,976,6190,947,532,268,170,32.0,86,32.1,527,2,Yes,741,349,68,2441,976,6179,613,297,187,30.5,95,32
S01000749,S02000135,Argyll & Bute - Dunoon,407,Argyll & Bute - Dunoon,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,337,2,Yes,236,357,404,1059,2183,1709,1131,532,335,215,40.0,95,28.0,232,1,Yes,183,172,250,665,2183,4007,1212,504,305,206,40.9,107,35.1,438,2,Yes,324,290,387,1717,2183,4485,559,323,221,39.5,107,33.1
S01000750,S02000136,Argyll & Bute - Hunter's Quay,406,Argyll & Bute - Cowal,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,3017,10,No,2893,2571,2824,4769,3816,1566,3762,769,432,110,14.0,50,12.0,3311,11,No,3125,2694,2243,4236,3816,4878,3066,752,407,89,11.8,53,13.0,2941,10,No,3110,2509,1329,4082,3816,4529,694,383,85,12.2,56,14.6
S01000751,S02000144,Argyll & Bute - Lomond Shore,411,Argyll & Bute - Helensburgh and Lomond South,18,Dumbarton,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,5,Accessible Rural,5289,17,No,5679,5315,5062,6083,5994,877,5463,719,397,30,4.0,15,5.0,5291,17,No,5585,5321,6022,6015,5994,666,5928,719,423,25,3.5,22,5.2,5293,17,No,5931,4912,4466,6263,5994,1127,713,412,17,2.4,27,6.6
S01000752,S02000136,Argyll & Bute - Hunter's Quay,407,Argyll & Bute - Dunoon,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,780,3,Yes,740,754,896,1110,2226,1811,1823,944,538,290,31.0,120,23.0,870,3,Yes,761,727.5,764,1315,2226,4135,2184,994,548,279,28.1,138,25.2,901,3,Yes,793,1013,606,1294,2226,3903,992,529,296,29.8,126,23.8
S01000753,S02000144,Argyll & Bute - Lomond Shore,411,Argyll & Bute - Helensburgh and Lomond South,18,Dumbarton,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,5,Accessible Rural,3166,10,No,2864,3701,3850,3775,2121,733,4130,611,392,90,15.0,35,8.0,3229,10,No,3594,3377,3080,4278,2121,824,3127,643,411,64,10.0,43,10.5,2995,10,No,3340,3183,2173,3591,2121,1562,646,405,73,11.3,48,11.9
S01000754,S02000136,Argyll & Bute - Hunter's Quay,406,Argyll & Bute - Cowal,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,2931,10,No,3349,1853,3203,5060,4385,1318,4574,643,298,80,12.0,50,16.0,3646,12,No,3942,2982,2326,4232,4385,3034,4287,625,321,54,8.6,38,11.8,3654,12,No,3475,3508,2101,4215,4385,3339,650,346,70,10.8,37,10.7
S01000755,S02000134,Argyll & Bute - Whiskey Isles,402,Argyll & Bute - Kintyre and the Islands,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,6,Remote Rural,3368,11,No,4733,4020,4063,3980,1770,93,6138,801,498,60,7.0,40,8.0,2811,9,No,3934,3437,3679,3719,1770,46,5702,785,497,68,8.7,51,10.3,2880,9,No,3930.5,3334.5,3867,3403,1770,223,799,497,71,8.9,56,11.3
S01000756,S02000136,Argyll & Bute - Hunter's Quay,406,Argyll & Bute - Cowal,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,3118,10,No,3436,2758,2782,4435,3932,1105,3585,1078,589,125,12.0,70,12.0,3008,10,No,3091,2653,2964,3771,3932,1610,3071,1061,578,127,12.0,76,13.1,2894,9,No,3006,2699,2242,4772,3932,1209,1104,586,140,12.7,81,13.8
S01000757,S02000136,Argyll & Bute - Hunter's Quay,406,Argyll & Bute - Cowal,6,Argyll and Bute,130,Argyll & Bute,S03000025,Argyll & Bute Community Health Partnership,S08000008,Highland,4,Remote Small Towns,2631,9,No,3350,2132,2663,3858,4906,793,3243,863,437,105,12.0,60,14.0,3386,11,No,4004,2850,3323,4025,4906,2368,946,760,388,64,8.4,48,12.4,2987,10,No,4274,2632,1194,4480,4906,1403,694,355,53,7.6,50,14.1
